,timestamp,Packet loss %:ALL:SD:AVG:percentage,Delay (avg):ALL:SD:AVG:millisecond,Jitter (avg):ALL:SD:AVG:millisecond,Congestion:ALL:SD:AVG:millisecond,MOS:TWAMP:SD:AVG:number,RX
37,2023-08-20 00:37:00+02:00,0.0,2.632,0.058,0.0080266666666666,4.409286,3488023.75
38,2023-08-20 00:38:00+02:00,0.0,2.628,0.055,0.0080266666666666,4.409286,3502704.333333333
39,2023-08-20 00:39:00+02:00,0.0,2.63,0.056,0.0100266666666666,4.409286,3483479.333333333
40,2023-08-20 00:40:00+02:00,0.0,2.628,0.053,0.0110266666666666,4.409286,3489721.4166666665
41,2023-08-20 00:41:00+02:00,0.0,2.632,0.056,0.0110266666666666,4.409286,3491133.083333333
42,2023-08-20 00:42:00+02:00,0.0,2.623,0.051,0.0090266666666666,4.409286,3504279.25
43,2023-08-20 00:43:00+02:00,0.0,2.629,0.056,0.0100266666666666,4.409286,3484837.833333333
44,2023-08-20 00:44:00+02:00,0.0,2.63,0.055,0.0100266666666666,4.409286,3497059.25
45,2023-08-20 00:45:00+02:00,0.0,2.623,0.049,0.0100266666666666,4.409286,3486667.0
46,2023-08-20 00:46:00+02:00,0.0,2.629,0.054,0.0120266666666666,4.409286,3504584.0
47,2023-08-20 00:47:00+02:00,0.0,2.633,0.06,0.0110266666666666,4.409286,3477694.9166666665
48,2023-08-20 00:48:00+02:00,0.0,2.627,0.052,0.0110266666666666,4.409286,3497185.333333333
49,2023-08-20 00:49:00+02:00,0.0,2.636,0.054,0.0110266666666666,4.409286,3506225.0
50,2023-08-20 00:50:00+02:00,0.0,2.627,0.05,0.0110266666666666,4.409286,3509305.1666666665
51,2023-08-20 00:51:00+02:00,0.0,2.635,0.053,0.0120266666666666,4.409286,3481470.25
52,2023-08-20 00:52:00+02:00,0.0,2.639,0.062,0.0110266666666666,4.409286,3495389.083333333
53,2023-08-20 00:53:00+02:00,0.0,2.63,0.058,0.0100266666666666,4.409286,3488506.083333333
54,2023-08-20 00:54:00+02:00,0.0,2.632,0.054,0.0110266666666666,4.409286,3500897.1666666665
55,2023-08-20 00:55:00+02:00,0.0,2.631,0.054,0.0110266666666666,4.409286,3483770.083333333
56,2023-08-20 00:56:00+02:00,0.0,2.622,0.047,0.0110266666666666,4.409286,3482687.6666666665
57,2023-08-20 00:57:00+02:00,0.0,2.623,0.046,0.0100266666666666,4.409286,3482575.5
58,2023-08-20 00:58:00+02:00,0.0,2.627,0.047,0.0120266666666666,4.409286,3492917.5
59,2023-08-20 00:59:00+02:00,0.0,2.621,0.045,0.0110266666666666,4.409286,3477503.1666666665
60,2023-08-20 01:00:00+02:00,0.0,2.636,0.061,0.0129901639344261,4.409286,3477893.0
61,2023-08-20 01:01:00+02:00,0.0,2.622,0.051,0.0109901639344261,4.409286,3488140.25
62,2023-08-20 01:02:00+02:00,0.0,2.615,0.042,0.0099901639344261,4.409286,3490899.083333333
63,2023-08-20 01:03:00+02:00,0.0,2.614,0.041,0.0089901639344261,4.409286,3479039.5
64,2023-08-20 01:04:00+02:00,0.0,2.623,0.05,0.0099901639344261,4.409286,3478320.25
65,2023-08-20 01:05:00+02:00,0.0,2.632,0.052,0.0129901639344261,4.409286,3489665.833333333
66,2023-08-20 01:06:00+02:00,0.0,2.626,0.051,0.0119901639344261,4.409286,3488380.6666666665
67,2023-08-20 01:07:00+02:00,0.0,2.634,0.056,0.0129901639344261,4.409286,3481752.5
68,2023-08-20 01:08:00+02:00,0.0,2.626,0.05,0.0119901639344261,4.409286,3477003.0
69,2023-08-20 01:09:00+02:00,0.0,2.617,0.042,0.0099901639344261,4.409286,3488734.583333333
70,2023-08-20 01:10:00+02:00,0.0,2.632,0.052,0.0109901639344261,4.409286,3487622.75
71,2023-08-20 01:11:00+02:00,0.0,2.625,0.049,0.0129901639344261,4.409286,3487359.083333333
72,2023-08-20 01:12:00+02:00,0.0,2.623,0.049,0.0119901639344261,4.409286,3485975.9166666665
73,2023-08-20 01:13:00+02:00,0.0,2.631,0.055,0.0129901639344261,4.409286,3491353.1666666665
74,2023-08-20 01:14:00+02:00,0.0,2.635,0.057,0.0129901639344261,4.409286,3495151.25
75,2023-08-20 01:15:00+02:00,0.0,2.63,0.055,0.0119901639344261,4.409286,3483848.333333333
76,2023-08-20 01:16:00+02:00,0.0,2.635,0.058,0.0129901639344261,4.409286,3481818.75
77,2023-08-20 01:17:00+02:00,0.0,2.631,0.053,0.0129901639344261,4.409286,3500712.5
78,2023-08-20 01:18:00+02:00,0.0,2.637,0.056,0.0149901639344261,4.409286,3490738.4166666665
79,2023-08-20 01:19:00+02:00,0.0,2.628,0.05,0.0139901639344261,4.409286,3486163.4166666665
80,2023-08-20 01:20:00+02:00,0.0,2.63,0.051,0.0129901639344261,4.409286,3479983.083333333
81,2023-08-20 01:21:00+02:00,0.0,2.636,0.057,0.0129901639344261,4.409286,3492610.4166666665
82,2023-08-20 01:22:00+02:00,0.0,2.646,0.066,0.0129901639344261,4.409286,3508700.9166666665
83,2023-08-20 01:23:00+02:00,0.0,2.632,0.053,0.0129901639344261,4.409286,3497463.333333333
84,2023-08-20 01:24:00+02:00,0.0,2.623,0.045,0.0129901639344261,4.409286,3478772.1666666665
85,2023-08-20 01:25:00+02:00,0.0,2.616,0.038,0.0129901639344261,4.409286,3499023.75
86,2023-08-20 01:26:00+02:00,0.0,2.62,0.04,0.0129901639344261,4.409286,3485165.833333333
87,2023-08-20 01:27:00+02:00,0.0,2.623,0.045,0.0129901639344261,4.409286,3489154.333333333
88,2023-08-20 01:28:00+02:00,0.0,2.631,0.055,0.0139901639344261,4.409286,3478915.4166666665
89,2023-08-20 01:29:00+02:00,0.0,2.625,0.045,0.0129901639344261,4.409286,3499283.4166666665
90,2023-08-20 01:30:00+02:00,0.0,2.626,0.052,0.0119901639344261,4.409286,3478153.25
91,2023-08-20 01:31:00+02:00,0.0,2.627,0.051,0.0129901639344261,4.409286,3483747.5
92,2023-08-20 01:32:00+02:00,0.0,2.639,0.061,0.0139901639344261,4.409286,3470040.25
93,2023-08-20 01:33:00+02:00,0.0,2.64,0.059,0.0149901639344261,4.409286,3491900.833333333
94,2023-08-20 01:34:00+02:00,0.0,2.648,0.065,0.0139901639344261,4.409286,3479381.0
95,2023-08-20 01:35:00+02:00,0.0,2.637,0.059,0.0129901639344261,4.409286,3484784.583333333
96,2023-08-20 01:36:00+02:00,0.0,2.631,0.055,0.0139901639344261,4.409286,3465192.083333333
97,2023-08-20 01:37:00+02:00,0.0,2.626,0.049,0.0119901639344261,4.409286,3496255.6666666665
98,2023-08-20 01:38:00+02:00,0.0,2.624,0.054,0.0109901639344261,4.409286,3479497.333333333
99,2023-08-20 01:39:00+02:00,0.0,2.623,0.047,0.0119901639344261,4.409286,3485256.5
100,2023-08-20 01:40:00+02:00,0.0,2.62,0.043,0.0119901639344261,4.409286,3464858.083333333
101,2023-08-20 01:41:00+02:00,0.0,2.63,0.048,0.0129901639344261,4.409286,3496417.1666666665
102,2023-08-20 01:42:00+02:00,0.0,2.623,0.04,0.0129901639344261,4.409286,3473013.9166666665
103,2023-08-20 01:43:00+02:00,0.0,2.625,0.047,0.0139901639344261,4.409286,3489457.9166666665
104,2023-08-20 01:44:00+02:00,0.0,2.621,0.045,0.0129901639344261,4.409286,3463171.4166666665
105,2023-08-20 01:45:00+02:00,0.0,2.618,0.043,0.0109901639344261,4.409286,3504901.333333333
106,2023-08-20 01:46:00+02:00,0.0,2.63,0.054,0.0119901639344261,4.409286,3486991.0
107,2023-08-20 01:47:00+02:00,0.0,2.632,0.054,0.0129901639344261,4.409286,3493762.333333333
108,2023-08-20 01:48:00+02:00,0.0,2.636,0.06,0.0119901639344261,4.409286,3474983.9166666665
109,2023-08-20 01:49:00+02:00,0.0,2.629,0.053,0.0129901639344261,4.409286,3504255.4166666665
110,2023-08-20 01:50:00+02:00,0.0,2.636,0.056,0.0129901639344261,4.409286,3481976.25
111,2023-08-20 01:51:00+02:00,0.0,2.629,0.049,0.0109901639344261,4.409286,3502611.4166666665
112,2023-08-20 01:52:00+02:00,0.0,2.64,0.058,0.0109901639344261,4.409286,3470888.75
113,2023-08-20 01:53:00+02:00,0.0,2.651,0.06,0.0139901639344261,4.409286,3502765.083333333
114,2023-08-20 01:54:00+02:00,0.0,2.643,0.062,0.0129901639344261,4.409286,3484790.083333333
115,2023-08-20 01:55:00+02:00,0.0,2.633,0.062,0.0119901639344261,4.409286,3495144.333333333
116,2023-08-20 01:56:00+02:00,0.0,2.624,0.047,0.0129901639344261,4.409286,3493371.083333333
117,2023-08-20 01:57:00+02:00,0.0,2.634,0.056,0.0139901639344261,4.409286,3521260.4166666665
118,2023-08-20 01:58:00+02:00,0.0,2.632,0.055,0.0119901639344261,4.409286,3519066.083333333
119,2023-08-20 01:59:00+02:00,0.0,2.628,0.051,0.0109901639344261,4.409286,3484635.5
120,2023-08-20 02:00:00+02:00,0.0,2.639,0.062,0.0153066666666668,4.409286,3509135.6666666665
121,2023-08-20 02:01:00+02:00,0.0,2.631,0.055,0.0143066666666668,4.409286,3487881.6666666665
122,2023-08-20 02:02:00+02:00,0.0,2.63,0.057,0.0143066666666668,4.409286,3516753.5
123,2023-08-20 02:03:00+02:00,0.0,2.637,0.055,0.0163066666666668,4.409286,3485880.75
124,2023-08-20 02:04:00+02:00,0.0,2.636,0.061,0.0143066666666668,4.409286,3497265.083333333
125,2023-08-20 02:05:00+02:00,0.0,2.63,0.056,0.0123066666666668,4.409286,3488845.833333333
126,2023-08-20 02:06:00+02:00,0.0,2.642,0.063,0.0143066666666668,4.409286,3509810.75
127,2023-08-20 02:07:00+02:00,0.0,2.632,0.055,0.0133066666666668,4.409286,3478600.25
128,2023-08-20 02:08:00+02:00,0.0,2.632,0.055,0.0133066666666668,4.409286,3495504.833333333
129,2023-08-20 02:09:00+02:00,0.0,2.637,0.055,0.0143066666666668,4.409286,3489366.0
130,2023-08-20 02:10:00+02:00,0.0,2.645,0.064,0.0153066666666668,4.409286,3507923.5
131,2023-08-20 02:11:00+02:00,0.0,2.635,0.063,0.0143066666666668,4.409286,3482638.0
132,2023-08-20 02:12:00+02:00,0.0,2.636,0.061,0.0143066666666668,4.409286,3495239.75
133,2023-08-20 02:13:00+02:00,0.0,2.64,0.061,0.0143066666666668,4.409286,3486709.25
134,2023-08-20 02:14:00+02:00,0.0,2.643,0.062,0.0133066666666668,4.409286,3507303.0
135,2023-08-20 02:15:00+02:00,0.0,2.628,0.049,0.0143066666666668,4.409286,3481784.6666666665
136,2023-08-20 02:16:00+02:00,0.0,2.637,0.061,0.0133066666666668,4.409286,3495761.75
137,2023-08-20 02:17:00+02:00,0.0,2.645,0.067,0.0143066666666668,4.409286,3488158.333333333
138,2023-08-20 02:18:00+02:00,0.0,2.648,0.062,0.0143066666666668,4.409286,3510759.6666666665
139,2023-08-20 02:19:00+02:00,0.0,2.648,0.064,0.0153066666666668,4.409286,3494293.25
140,2023-08-20 02:20:00+02:00,0.0,2.633,0.055,0.0153066666666668,4.409286,3494953.9166666665
141,2023-08-20 02:21:00+02:00,0.0,2.64,0.059,0.0153066666666668,4.409286,3492544.333333333
142,2023-08-20 02:22:00+02:00,0.0,2.641,0.062,0.0153066666666668,4.409286,3509744.833333333
143,2023-08-20 02:23:00+02:00,0.0,2.639,0.057,0.0143066666666668,4.409286,3487716.6666666665
144,2023-08-20 02:24:00+02:00,0.0,2.636,0.058,0.0123066666666668,4.409286,3502578.1666666665
145,2023-08-20 02:25:00+02:00,0.0,2.633,0.061,0.0103066666666668,4.409286,3492510.6666666665
146,2023-08-20 02:26:00+02:00,0.0,2.637,0.059,0.0123066666666668,4.409286,3510433.833333333
147,2023-08-20 02:27:00+02:00,0.0,2.631,0.055,0.0123066666666668,4.409286,3484708.1666666665
148,2023-08-20 02:28:00+02:00,0.0,2.631,0.054,0.0143066666666668,4.409286,3497290.333333333
149,2023-08-20 02:29:00+02:00,0.0,2.62,0.041,0.0143066666666668,4.409286,3491732.0
150,2023-08-20 02:30:00+02:00,0.0,2.645,0.069,0.0163066666666668,4.409286,3524397.9166666665
151,2023-08-20 02:31:00+02:00,0.0,2.642,0.057,0.0153066666666668,4.409286,3480876.083333333
152,2023-08-20 02:32:00+02:00,0.0,2.633,0.058,0.0143066666666668,4.409286,3502651.6666666665
153,2023-08-20 02:33:00+02:00,0.0,2.631,0.055,0.0143066666666668,4.409286,3488334.833333333
154,2023-08-20 02:34:00+02:00,0.0,2.641,0.062,0.0153066666666668,4.409286,3501614.5
155,2023-08-20 02:35:00+02:00,0.0,2.631,0.05,0.0133066666666668,4.409286,3483131.0
156,2023-08-20 02:36:00+02:00,0.0,2.652,0.076,0.0163066666666668,4.409286,3490344.833333333
157,2023-08-20 02:37:00+02:00,0.0,2.63,0.052,0.0143066666666668,4.409286,3484972.25
158,2023-08-20 02:38:00+02:00,0.0,2.625,0.049,0.0123066666666668,4.409286,3492478.4166666665
159,2023-08-20 02:39:00+02:00,0.0,2.637,0.06,0.0133066666666668,4.409286,3480651.583333333
160,2023-08-20 02:40:00+02:00,0.0,2.631,0.053,0.0123066666666668,4.409286,3478393.5
161,2023-08-20 02:41:00+02:00,0.0,2.636,0.058,0.0123066666666668,4.409286,3487668.083333333
162,2023-08-20 02:42:00+02:00,0.0,2.63,0.053,0.0143066666666668,4.409286,3493103.6666666665
163,2023-08-20 02:43:00+02:00,0.0,2.634,0.058,0.0143066666666668,4.409286,3477912.1666666665
164,2023-08-20 02:44:00+02:00,0.0,2.639,0.059,0.0143066666666668,4.409286,3477601.083333333
165,2023-08-20 02:45:00+02:00,0.0,2.639,0.06,0.0133066666666668,4.409286,3487023.833333333
166,2023-08-20 02:46:00+02:00,0.0,2.636,0.058,0.0133066666666668,4.409286,3489207.6666666665
167,2023-08-20 02:47:00+02:00,0.0,2.642,0.063,0.0133066666666668,4.409286,3470850.75
168,2023-08-20 02:48:00+02:00,0.0,2.64,0.064,0.0113066666666668,4.409286,3490217.0
169,2023-08-20 02:49:00+02:00,0.0,2.635,0.055,0.0133066666666668,4.409286,3476037.833333333
170,2023-08-20 02:50:00+02:00,0.0,2.63,0.055,0.0133066666666668,4.409286,3499652.333333333
171,2023-08-20 02:51:00+02:00,0.0,2.649,0.067,0.0153066666666668,4.409286,3473235.0
172,2023-08-20 02:52:00+02:00,0.0,2.639,0.058,0.0153066666666668,4.409286,3495406.9166666665
173,2023-08-20 02:53:00+02:00,0.0,2.65,0.056,0.0163066666666668,4.409286,3490950.6666666665
174,2023-08-20 02:54:00+02:00,0.0,2.642,0.06,0.0143066666666668,4.409286,3503508.583333333
175,2023-08-20 02:55:00+02:00,0.0,2.643,0.065,0.0123066666666668,4.409286,3480656.4166666665
176,2023-08-20 02:56:00+02:00,0.0,2.643,0.065,0.0113066666666668,4.409286,3491244.5
177,2023-08-20 02:57:00+02:00,0.0,2.647,0.063,0.0133066666666668,4.409286,3489208.9166666665
178,2023-08-20 02:58:00+02:00,0.0,2.651,0.067,0.0143066666666668,4.409286,3510363.5
179,2023-08-20 02:59:00+02:00,0.0,2.625,0.046,0.0133066666666668,4.409286,3483690.0
180,2023-08-20 03:00:00+02:00,0.0,2.638,0.055,0.0144333333333333,4.409286,3491457.75
181,2023-08-20 03:01:00+02:00,0.0,2.651,0.06,0.0144333333333333,4.409286,3491416.5
182,2023-08-20 03:02:00+02:00,0.0,2.645,0.067,0.0144333333333333,4.409286,3505574.5
183,2023-08-20 03:03:00+02:00,0.0,2.642,0.06,0.0144333333333333,4.409286,3494280.833333333
184,2023-08-20 03:04:00+02:00,0.0,2.641,0.059,0.0144333333333333,4.409286,3498988.1666666665
185,2023-08-20 03:05:00+02:00,0.0,2.633,0.059,0.0144333333333333,4.409286,3506083.833333333
186,2023-08-20 03:06:00+02:00,0.0,2.657,0.069,0.0154333333333333,4.409286,3490289.6666666665
187,2023-08-20 03:07:00+02:00,0.0,2.639,0.064,0.0134333333333333,4.409286,3494871.833333333
188,2023-08-20 03:08:00+02:00,0.0,2.636,0.058,0.0134333333333333,4.409286,3473950.0
189,2023-08-20 03:09:00+02:00,0.0,2.639,0.058,0.0144333333333333,4.409286,3506814.75
190,2023-08-20 03:10:00+02:00,0.0,2.636,0.056,0.0134333333333333,4.409286,3486828.333333333
191,2023-08-20 03:11:00+02:00,0.0,2.636,0.059,0.0124333333333333,4.409286,3489531.9166666665
192,2023-08-20 03:12:00+02:00,0.0,2.643,0.057,0.0124333333333333,4.409286,3466551.4166666665
193,2023-08-20 03:13:00+02:00,0.0,2.626,0.055,0.0114333333333333,4.409286,3497880.833333333
194,2023-08-20 03:14:00+02:00,0.0,2.633,0.061,0.0114333333333333,4.409286,3481462.6666666665
195,2023-08-20 03:15:00+02:00,0.0,2.633,0.055,0.0124333333333333,4.409286,3488682.6666666665
196,2023-08-20 03:16:00+02:00,0.0,2.641,0.065,0.0124333333333333,4.409286,3470301.6666666665
197,2023-08-20 03:17:00+02:00,0.0,2.646,0.067,0.0134333333333333,4.409286,3498072.9166666665
198,2023-08-20 03:18:00+02:00,0.0,2.639,0.063,0.0134333333333333,4.409286,3478939.083333333
199,2023-08-20 03:19:00+02:00,0.0,2.628,0.052,0.0134333333333333,4.409286,3490933.25
200,2023-08-20 03:20:00+02:00,0.0,2.632,0.056,0.0134333333333333,4.409286,3466134.9166666665
201,2023-08-20 03:21:00+02:00,0.0,2.642,0.067,0.0144333333333333,4.409286,3500464.1666666665
202,2023-08-20 03:22:00+02:00,0.0,2.642,0.066,0.0134333333333333,4.409286,3479122.833333333
203,2023-08-20 03:23:00+02:00,0.0,2.627,0.054,0.0124333333333333,4.409286,3490894.833333333
204,2023-08-20 03:24:00+02:00,0.0,2.629,0.054,0.0124333333333333,4.409286,3466892.4166666665
205,2023-08-20 03:25:00+02:00,0.0,2.643,0.061,0.0134333333333333,4.409286,3498853.4166666665
206,2023-08-20 03:26:00+02:00,0.0,2.634,0.061,0.0134333333333333,4.409286,3491017.75
207,2023-08-20 03:27:00+02:00,0.0,2.643,0.067,0.0144333333333333,4.409286,3492419.6666666665
208,2023-08-20 03:28:00+02:00,0.0,2.659,0.072,0.0164333333333333,4.409286,3473652.833333333
209,2023-08-20 03:29:00+02:00,0.0,2.632,0.053,0.0144333333333333,4.409286,3500019.25
210,2023-08-20 03:30:00+02:00,0.0,2.63,0.057,0.0134333333333333,4.409286,3486654.0
211,2023-08-20 03:31:00+02:00,0.0,2.626,0.053,0.0134333333333333,4.409286,3493487.083333333
212,2023-08-20 03:32:00+02:00,0.0,2.63,0.057,0.0134333333333333,4.409286,3476138.6666666665
213,2023-08-20 03:33:00+02:00,0.0,2.624,0.049,0.0134333333333333,4.409286,3501455.083333333
214,2023-08-20 03:34:00+02:00,0.0,2.621,0.05,0.0134333333333333,4.409286,3483039.6666666665
215,2023-08-20 03:35:00+02:00,0.0,2.617,0.044,0.0134333333333333,4.409286,3493391.5
216,2023-08-20 03:36:00+02:00,0.0,2.619,0.044,0.0124333333333333,4.409286,3470148.083333333
217,2023-08-20 03:37:00+02:00,0.0,2.62,0.046,0.0114333333333333,4.409286,3519466.25
218,2023-08-20 03:38:00+02:00,0.0,2.615,0.043,0.0104333333333333,4.409286,3492862.583333333
219,2023-08-20 03:39:00+02:00,0.0,2.622,0.051,0.0104333333333333,4.409286,3492554.4166666665
220,2023-08-20 03:40:00+02:00,0.0,2.631,0.056,0.0114333333333333,4.409286,3485689.75
221,2023-08-20 03:41:00+02:00,0.0,2.626,0.048,0.0114333333333333,4.409286,3488475.583333333
222,2023-08-20 03:42:00+02:00,0.0,2.622,0.044,0.0124333333333333,4.409286,3502009.75
223,2023-08-20 03:43:00+02:00,0.0,2.626,0.049,0.0134333333333333,4.409286,3473641.6666666665
224,2023-08-20 03:44:00+02:00,0.0,2.626,0.052,0.0124333333333333,4.409286,3489845.0
225,2023-08-20 03:45:00+02:00,0.0,2.625,0.052,0.0114333333333333,4.409286,3477624.25
226,2023-08-20 03:46:00+02:00,0.0,2.628,0.055,0.0114333333333333,4.409286,3494959.6666666665
227,2023-08-20 03:47:00+02:00,0.0,2.629,0.055,0.0114333333333333,4.409286,3470106.4166666665
228,2023-08-20 03:48:00+02:00,0.0,2.634,0.061,0.0124333333333333,4.409286,3483109.083333333
229,2023-08-20 03:49:00+02:00,0.0,2.628,0.057,0.0104333333333333,4.409286,3477898.5
230,2023-08-20 03:50:00+02:00,0.0,2.631,0.061,0.0114333333333333,4.409286,3494689.9166666665
231,2023-08-20 03:51:00+02:00,0.0,2.622,0.053,0.0094333333333333,4.409286,3470258.9166666665
232,2023-08-20 03:52:00+02:00,0.0,2.63,0.054,0.0104333333333333,4.409286,3470749.083333333
233,2023-08-20 03:53:00+02:00,0.0,2.645,0.065,0.0124333333333333,4.409286,3488802.1666666665
234,2023-08-20 03:54:00+02:00,0.0,2.641,0.069,0.0124333333333333,4.409286,3485135.25
235,2023-08-20 03:55:00+02:00,0.0,2.636,0.062,0.0124333333333333,4.409286,3480377.0
236,2023-08-20 03:56:00+02:00,0.0,2.622,0.05,0.0114333333333333,4.409286,3471977.9166666665
237,2023-08-20 03:57:00+02:00,0.0,2.618,0.044,0.0124333333333333,4.409286,3488436.25
238,2023-08-20 03:58:00+02:00,0.0,2.63,0.056,0.0134333333333333,4.409286,3486442.1666666665
239,2023-08-20 03:59:00+02:00,0.0,2.627,0.052,0.0134333333333333,4.409286,3485125.4166666665
240,2023-08-20 04:00:00+02:00,0.0,2.621,0.049,0.0134651162790696,4.409286,3476012.9166666665
241,2023-08-20 04:01:00+02:00,0.0,2.629,0.057,0.0124651162790696,4.409286,3499542.6666666665
242,2023-08-20 04:02:00+02:00,0.0,2.627,0.055,0.0114651162790696,4.409286,3490160.333333333
243,2023-08-20 04:03:00+02:00,0.0,2.625,0.055,0.0094651162790696,4.409286,4250818.0
244,2023-08-20 04:04:00+02:00,0.0,2.621,0.052,0.0094651162790696,4.409286,9827125.25
245,2023-08-20 04:05:00+02:00,0.0,2.634,0.06,0.0104651162790696,4.409286,10707168.5
246,2023-08-20 04:06:00+02:00,0.0,2.652,0.069,0.0134651162790696,4.409286,10947015.083333334
247,2023-08-20 04:07:00+02:00,0.0,2.632,0.059,0.0124651162790696,4.409286,11109241.5
248,2023-08-20 04:08:00+02:00,0.0,2.63,0.058,0.0124651162790696,4.409286,11253590.75
249,2023-08-20 04:09:00+02:00,0.0,2.621,0.051,0.0124651162790696,4.409286,11424999.166666666
250,2023-08-20 04:10:00+02:00,0.0,2.622,0.051,0.0124651162790696,4.409286,11473006.75
251,2023-08-20 04:11:00+02:00,0.0,2.615,0.041,0.0124651162790696,4.409286,11454579.916666666
252,2023-08-20 04:12:00+02:00,0.0,2.625,0.056,0.0124651162790696,4.409286,11427034.666666666
253,2023-08-20 04:13:00+02:00,0.0,2.63,0.059,0.0124651162790696,4.409286,11431309.083333334
254,2023-08-20 04:14:00+02:00,0.0,2.618,0.043,0.0134651162790696,4.409286,11438666.083333334
255,2023-08-20 04:15:00+02:00,0.0,2.614,0.044,0.0114651162790696,4.409286,11472744.333333334
256,2023-08-20 04:16:00+02:00,0.0,2.61,0.035,0.0114651162790696,4.409286,11444156.916666666
257,2023-08-20 04:17:00+02:00,0.0,2.621,0.045,0.0134651162790696,4.409286,11406277.25
258,2023-08-20 04:18:00+02:00,0.0,2.62,0.047,0.0124651162790696,4.409286,11432173.25
259,2023-08-20 04:19:00+02:00,0.0,2.621,0.044,0.0124651162790696,4.409286,11413910.5
260,2023-08-20 04:20:00+02:00,0.0,2.633,0.063,0.0144651162790696,4.409286,11492048.666666666
