timestamp,Packet loss %:ALL:SD:AVG:percentage,Delay (avg):ALL:SD:AVG:millisecond,Jitter (avg):ALL:SD:AVG:millisecond,Congestion:ALL:SD:AVG:millisecond,MOS:TWAMP:SD:AVG:number,RX
2023-08-20 00:18:00+02:00,0.08,2.64,0.06,0.011026667,4.409286,3509761.9166666665
2023-08-20 00:19:00+02:00,0.08,2.643,0.062,0.011026667,4.409286,3474494.4166666665
2023-08-20 00:20:00+02:00,0.08,2.633,0.052,0.010026667,4.409286,3498322.0
2023-08-20 00:21:00+02:00,0.08,2.631,0.052,0.010026667,4.409286,3478208.5
2023-08-20 00:22:00+02:00,0.08,2.639,0.059,0.010026667,4.409286,3506288.833333333
2023-08-20 00:23:00+02:00,0.08,2.639,0.062,0.011026667,4.409286,3468844.0
2023-08-20 00:24:00+02:00,0.08,2.64,0.061,0.013026667,4.409286,3490474.4166666665
2023-08-20 00:25:00+02:00,0.08,2.645,0.059,0.011026667,4.409286,3475550.6666666665
2023-08-20 00:26:00+02:00,0.08,2.643,0.063,0.011026667,4.409286,3505397.5
2023-08-20 00:27:00+02:00,0.08,2.638,0.057,0.013026667,4.409286,3466072.1666666665
2023-08-20 00:28:00+02:00,0.08,2.64,0.061,0.013026667,4.409286,3491600.833333333
2023-08-20 00:29:00+02:00,0.08,2.635,0.058,0.012026667,4.409286,3473450.0
2023-08-20 00:30:00+02:00,0.08,2.637,0.06,0.012026667,4.409286,3500475.083333333
2023-08-20 00:31:00+02:00,0.08,2.634,0.058,0.012026667,4.409286,3469736.75
2023-08-20 00:32:00+02:00,0.08,2.631,0.056,0.009026667,4.409286,3485884.583333333
2023-08-20 00:33:00+02:00,0.08,2.629,0.054,0.010026667,4.409286,3481985.25
2023-08-20 00:34:00+02:00,0.08,2.633,0.058,0.011026667,4.409286,3500073.833333333
2023-08-20 00:35:00+02:00,0.08,2.635,0.063,0.009026667,4.409286,3472961.1666666665
2023-08-20 00:36:00+02:00,0.08,2.633,0.061,0.009026667,4.409286,3485689.9166666665
2023-08-20 00:37:00+02:00,0.08,2.632,0.058,0.008026667,4.409286,3488023.75
2023-08-20 00:38:00+02:00,0.08,2.628,0.055,0.008026667,4.409286,3502704.333333333
2023-08-20 00:39:00+02:00,0.08,2.63,0.056,0.010026667,4.409286,3483479.333333333
2023-08-20 00:40:00+02:00,0.08,2.628,0.053,0.011026667,4.409286,3489721.4166666665
2023-08-20 00:41:00+02:00,0.08,2.632,0.056,0.011026667,4.409286,3491133.083333333
2023-08-20 00:42:00+02:00,0.08,2.623,0.051,0.009026667,4.409286,3504279.25
2023-08-20 00:43:00+02:00,0.08,2.629,0.056,0.010026667,4.409286,3484837.833333333
2023-08-20 00:44:00+02:00,0.08,2.63,0.055,0.010026667,4.409286,3497059.25
2023-08-20 00:45:00+02:00,0.1,2.623,0.049,0.010026667,4.409286,3486667.0
2023-08-20 00:46:00+02:00,0.1,2.629,0.054,0.012026667,4.409286,3504584.0
2023-08-20 00:47:00+02:00,0.1,2.633,0.06,0.011026667,4.409286,3477694.9166666665
2023-08-20 00:48:00+02:00,0.1,2.627,0.052,0.011026667,4.409286,3497185.333333333
2023-08-20 00:49:00+02:00,0.1,2.636,0.054,0.011026667,4.409286,3506225.0
2023-08-20 00:50:00+02:00,0.08,2.627,0.05,0.011026667,4.409286,3509305.1666666665
2023-08-20 00:51:00+02:00,0.08,2.635,0.053,0.012026667,4.409286,3481470.25
2023-08-20 00:52:00+02:00,0.08,2.639,0.062,0.011026667,4.409286,3495389.083333333
2023-08-20 00:53:00+02:00,0.08,2.63,0.058,0.010026667,4.409286,3488506.083333333
2023-08-20 00:54:00+02:00,0.08,2.632,0.054,0.011026667,4.409286,3500897.1666666665
2023-08-20 00:55:00+02:00,0.08,2.631,0.054,0.011026667,4.409286,3483770.083333333
2023-08-20 00:56:00+02:00,0.08,2.622,0.047,0.011026667,4.409286,3482687.6666666665
2023-08-20 00:57:00+02:00,0.08,2.623,0.046,0.010026667,4.409286,3482575.5
2023-08-20 00:58:00+02:00,0.08,2.627,0.047,0.012026667,4.409286,3492917.5
2023-08-20 00:59:00+02:00,0.08,2.621,0.045,0.011026667,4.409286,3477503.1666666665
2023-08-20 01:00:00+02:00,0.08,2.636,0.061,0.012990164,4.409286,3477893.0
2023-08-20 01:01:00+02:00,0.08,2.622,0.051,0.010990164,4.409286,3488140.25
2023-08-20 01:02:00+02:00,0.08,2.615,0.042,0.009990164,4.409286,3490899.083333333
2023-08-20 01:03:00+02:00,0.08,2.614,0.041,0.008990164,4.409286,3479039.5
2023-08-20 01:04:00+02:00,0.08,2.623,0.05,0.009990164,4.409286,3478320.25
2023-08-20 01:05:00+02:00,0.08,2.632,0.052,0.012990164,4.409286,3489665.833333333
2023-08-20 01:06:00+02:00,0.08,2.626,0.051,0.011990164,4.409286,3488380.6666666665
2023-08-20 01:07:00+02:00,0.08,2.634,0.056,0.012990164,4.409286,3481752.5
2023-08-20 01:08:00+02:00,0.08,2.626,0.05,0.011990164,4.409286,3477003.0
2023-08-20 01:09:00+02:00,0.08,2.617,0.042,0.009990164,4.409286,3488734.583333333
2023-08-20 01:10:00+02:00,0.08,2.632,0.052,0.010990164,4.409286,3487622.75
2023-08-20 01:11:00+02:00,0.08,2.625,0.049,0.012990164,4.409286,3487359.083333333
2023-08-20 01:12:00+02:00,0.08,2.623,0.049,0.011990164,4.409286,3485975.9166666665
2023-08-20 01:13:00+02:00,0.08,2.631,0.055,0.012990164,4.409286,3491353.1666666665
2023-08-20 01:14:00+02:00,0.08,2.635,0.057,0.012990164,4.409286,3495151.25
2023-08-20 01:15:00+02:00,0.08,2.63,0.055,0.011990164,4.409286,3483848.333333333
2023-08-20 01:16:00+02:00,0.08,2.635,0.058,0.012990164,4.409286,3481818.75
2023-08-20 01:17:00+02:00,0.08,2.631,0.053,0.012990164,4.409286,3500712.5
2023-08-20 01:18:00+02:00,0.08,2.637,0.056,0.014990164,4.409286,3490738.4166666665
2023-08-20 01:19:00+02:00,0.08,2.628,0.05,0.013990164,4.409286,3486163.4166666665
2023-08-20 01:20:00+02:00,0.08,2.63,0.051,0.012990164,4.409286,3479983.083333333
2023-08-20 01:21:00+02:00,0.08,2.636,0.057,0.012990164,4.409286,3492610.4166666665
2023-08-20 01:22:00+02:00,0.08,2.646,0.066,0.012990164,4.409286,3508700.9166666665
2023-08-20 01:23:00+02:00,0.08,2.632,0.053,0.012990164,4.409286,3497463.333333333
2023-08-20 01:24:00+02:00,0.08,2.623,0.045,0.012990164,4.409286,3478772.1666666665
2023-08-20 01:25:00+02:00,0.08,2.616,0.038,0.012990164,4.409286,3499023.75
2023-08-20 01:26:00+02:00,0.08,2.62,0.04,0.012990164,4.409286,3485165.833333333
2023-08-20 01:27:00+02:00,0.08,2.623,0.045,0.012990164,4.409286,3489154.333333333
2023-08-20 01:28:00+02:00,0.08,2.631,0.055,0.013990164,4.409286,3478915.4166666665
2023-08-20 01:29:00+02:00,0.08,2.625,0.045,0.012990164,4.409286,3499283.4166666665
2023-08-20 01:30:00+02:00,0.1,2.626,0.052,0.011990164,4.409286,3478153.25
2023-08-20 01:31:00+02:00,0.1,2.627,0.051,0.012990164,4.409286,3483747.5
2023-08-20 01:32:00+02:00,0.08,2.639,0.061,0.013990164,4.409286,3470040.25
2023-08-20 01:33:00+02:00,0.08,2.64,0.059,0.014990164,4.409286,3491900.833333333
2023-08-20 01:34:00+02:00,0.08,2.648,0.065,0.013990164,4.409286,3479381.0
2023-08-20 01:35:00+02:00,0.08,2.637,0.059,0.012990164,4.409286,3484784.583333333
2023-08-20 01:36:00+02:00,0.08,2.631,0.055,0.013990164,4.409286,3465192.083333333
2023-08-20 01:37:00+02:00,0.08,2.626,0.049,0.011990164,4.409286,3496255.6666666665
2023-08-20 01:38:00+02:00,0.08,2.624,0.054,0.010990164,4.409286,3479497.333333333
2023-08-20 01:39:00+02:00,0.08,2.623,0.047,0.011990164,4.409286,3485256.5
2023-08-20 01:40:00+02:00,0.08,2.62,0.043,0.011990164,4.409286,3464858.083333333
2023-08-20 01:41:00+02:00,0.08,2.63,0.048,0.012990164,4.409286,3496417.1666666665
2023-08-20 01:42:00+02:00,0.08,2.623,0.04,0.012990164,4.409286,3473013.9166666665
2023-08-20 01:43:00+02:00,0.08,2.625,0.047,0.013990164,4.409286,3489457.9166666665
2023-08-20 01:44:00+02:00,0.08,2.621,0.045,0.012990164,4.409286,3463171.4166666665
2023-08-20 01:45:00+02:00,0.1,2.618,0.043,0.010990164,4.409286,3504901.333333333
2023-08-20 01:46:00+02:00,0.1,2.63,0.054,0.011990164,4.409286,3486991.0
2023-08-20 01:47:00+02:00,0.1,2.632,0.054,0.012990164,4.409286,3493762.333333333
2023-08-20 01:48:00+02:00,0.1,2.636,0.06,0.011990164,4.409286,3474983.9166666665
2023-08-20 01:49:00+02:00,0.1,2.629,0.053,0.012990164,4.409286,3504255.4166666665
2023-08-20 01:50:00+02:00,0.08,2.636,0.056,0.012990164,4.409286,3481976.25
2023-08-20 01:51:00+02:00,0.08,2.629,0.049,0.010990164,4.409286,3502611.4166666665
2023-08-20 01:52:00+02:00,0.08,2.64,0.058,0.010990164,4.409286,3470888.75
2023-08-20 01:53:00+02:00,0.08,2.651,0.06,0.013990164,4.409286,3502765.083333333
2023-08-20 01:54:00+02:00,0.08,2.643,0.062,0.012990164,4.409286,3484790.083333333
2023-08-20 01:55:00+02:00,0.08,2.633,0.062,0.011990164,4.409286,3495144.333333333
2023-08-20 01:56:00+02:00,0.08,2.624,0.047,0.012990164,4.409286,3493371.083333333
2023-08-20 01:57:00+02:00,0.08,2.634,0.056,0.013990164,4.409286,3521260.4166666665
2023-08-20 01:58:00+02:00,0.08,2.632,0.055,0.011990164,4.409286,3519066.083333333
2023-08-20 01:59:00+02:00,0.08,2.628,0.051,0.010990164,4.409286,3484635.5
2023-08-20 02:00:00+02:00,0.1,2.639,0.062,0.015306667,4.409286,3509135.6666666665
2023-08-20 02:01:00+02:00,0.1,2.631,0.055,0.014306667,4.409286,3487881.6666666665
2023-08-20 02:02:00+02:00,0.1,2.63,0.057,0.014306667,4.409286,3516753.5
2023-08-20 02:03:00+02:00,0.1,2.637,0.055,0.016306667,4.409286,3485880.75
2023-08-20 02:04:00+02:00,0.1,2.636,0.061,0.014306667,4.409286,3497265.083333333
2023-08-20 02:05:00+02:00,0.08,2.63,0.056,0.012306667,4.409286,3488845.833333333
2023-08-20 02:06:00+02:00,0.08,2.642,0.063,0.014306667,4.409286,3509810.75
2023-08-20 02:07:00+02:00,0.08,2.632,0.055,0.013306667,4.409286,3478600.25
2023-08-20 02:08:00+02:00,0.08,2.632,0.055,0.013306667,4.409286,3495504.833333333
2023-08-20 02:09:00+02:00,0.08,2.637,0.055,0.014306667,4.409286,3489366.0
2023-08-20 02:10:00+02:00,0.08,2.645,0.064,0.015306667,4.409286,3507923.5
2023-08-20 02:11:00+02:00,0.08,2.635,0.063,0.014306667,4.409286,3482638.0
2023-08-20 02:12:00+02:00,0.08,2.636,0.061,0.014306667,4.409286,3495239.75
2023-08-20 02:13:00+02:00,0.08,2.64,0.061,0.014306667,4.409286,3486709.25
2023-08-20 02:14:00+02:00,0.08,2.643,0.062,0.013306667,4.409286,3507303.0
2023-08-20 02:15:00+02:00,0.08,2.628,0.049,0.014306667,4.409286,3481784.6666666665
2023-08-20 02:16:00+02:00,0.08,2.637,0.061,0.013306667,4.409286,3495761.75
2023-08-20 02:17:00+02:00,0.08,2.645,0.067,0.014306667,4.409286,3488158.333333333
2023-08-20 02:18:00+02:00,0.08,2.648,0.062,0.014306667,4.409286,3510759.6666666665
2023-08-20 02:19:00+02:00,0.08,2.648,0.064,0.015306667,4.409286,3494293.25
2023-08-20 02:20:00+02:00,0.08,2.633,0.055,0.015306667,4.409286,3494953.9166666665
2023-08-20 02:21:00+02:00,0.08,2.64,0.059,0.015306667,4.409286,3492544.333333333
2023-08-20 02:22:00+02:00,0.08,2.641,0.062,0.015306667,4.409286,3509744.833333333
2023-08-20 02:23:00+02:00,0.08,2.639,0.057,0.014306667,4.409286,3487716.6666666665
2023-08-20 02:24:00+02:00,0.08,2.636,0.058,0.012306667,4.409286,3502578.1666666665
2023-08-20 02:25:00+02:00,0.08,2.633,0.061,0.010306667,4.409286,3492510.6666666665
2023-08-20 02:26:00+02:00,0.08,2.637,0.059,0.012306667,4.409286,3510433.833333333
2023-08-20 02:27:00+02:00,0.08,2.631,0.055,0.012306667,4.409286,3484708.1666666665
2023-08-20 02:28:00+02:00,0.08,2.631,0.054,0.014306667,4.409286,3497290.333333333
2023-08-20 02:29:00+02:00,0.08,2.62,0.041,0.014306667,4.409286,3491732.0
2023-08-20 02:30:00+02:00,0.08,2.645,0.069,0.016306667,4.409286,3524397.9166666665
2023-08-20 02:31:00+02:00,0.08,2.642,0.057,0.015306667,4.409286,3480876.083333333
2023-08-20 02:32:00+02:00,0.08,2.633,0.058,0.014306667,4.409286,3502651.6666666665
2023-08-20 02:33:00+02:00,0.08,2.631,0.055,0.014306667,4.409286,3488334.833333333
2023-08-20 02:34:00+02:00,0.08,2.641,0.062,0.015306667,4.409286,3501614.5
2023-08-20 02:35:00+02:00,0.08,2.631,0.05,0.013306667,4.409286,3483131.0
2023-08-20 02:36:00+02:00,0.08,2.652,0.076,0.016306667,4.409286,3490344.833333333
2023-08-20 02:37:00+02:00,0.08,2.63,0.052,0.014306667,4.409286,3484972.25
2023-08-20 02:38:00+02:00,0.08,2.625,0.049,0.012306667,4.409286,3492478.4166666665
2023-08-20 02:39:00+02:00,0.08,2.637,0.06,0.013306667,4.409286,3480651.583333333
2023-08-20 02:40:00+02:00,0.08,2.631,0.053,0.012306667,4.409286,3478393.5
2023-08-20 02:41:00+02:00,0.08,2.636,0.058,0.012306667,4.409286,3487668.083333333
2023-08-20 02:42:00+02:00,0.08,2.63,0.053,0.014306667,4.409286,3493103.6666666665
2023-08-20 02:43:00+02:00,0.08,2.634,0.058,0.014306667,4.409286,3477912.1666666665
2023-08-20 02:44:00+02:00,0.1,2.639,0.059,0.014306667,4.409286,3477601.083333333
2023-08-20 02:45:00+02:00,0.1,2.639,0.06,0.013306667,4.409286,3487023.833333333
2023-08-20 02:46:00+02:00,0.1,2.636,0.058,0.013306667,4.409286,3489207.6666666665
2023-08-20 02:47:00+02:00,0.1,2.642,0.063,0.013306667,4.409286,3470850.75
2023-08-20 02:48:00+02:00,0.1,2.64,0.064,0.011306667,4.409286,3490217.0
2023-08-20 02:49:00+02:00,0.1,2.635,0.055,0.013306667,4.409286,3476037.833333333
2023-08-20 02:50:00+02:00,0.08,2.63,0.055,0.013306667,4.409286,3499652.333333333
2023-08-20 02:51:00+02:00,0.08,2.649,0.067,0.015306667,4.409286,3473235.0
2023-08-20 02:52:00+02:00,0.08,2.639,0.058,0.015306667,4.409286,3495406.9166666665
2023-08-20 02:53:00+02:00,0.08,2.65,0.056,0.016306667,4.409286,3490950.6666666665
2023-08-20 02:54:00+02:00,0.08,2.642,0.06,0.014306667,4.409286,3503508.583333333
2023-08-20 02:55:00+02:00,0.08,2.643,0.065,0.012306667,4.409286,3480656.4166666665
2023-08-20 02:56:00+02:00,0.08,2.643,0.065,0.011306667,4.409286,3491244.5
2023-08-20 02:57:00+02:00,0.08,2.647,0.063,0.013306667,4.409286,3489208.9166666665
2023-08-20 02:58:00+02:00,0.08,2.651,0.067,0.014306667,4.409286,3510363.5
2023-08-20 02:59:00+02:00,0.08,2.625,0.046,0.013306667,4.409286,3483690.0
2023-08-20 03:00:00+02:00,0.08,2.638,0.055,0.014433333,4.409286,3491457.75
2023-08-20 03:01:00+02:00,0.08,2.651,0.06,0.014433333,4.409286,3491416.5
2023-08-20 03:02:00+02:00,0.08,2.645,0.067,0.014433333,4.409286,3505574.5
2023-08-20 03:03:00+02:00,0.08,2.642,0.06,0.014433333,4.409286,3494280.833333333
2023-08-20 03:04:00+02:00,0.08,2.641,0.059,0.014433333,4.409286,3498988.1666666665
2023-08-20 03:05:00+02:00,0.08,2.633,0.059,0.014433333,4.409286,3506083.833333333
2023-08-20 03:06:00+02:00,0.08,2.657,0.069,0.015433333,4.409286,3490289.6666666665
2023-08-20 03:07:00+02:00,0.08,2.639,0.064,0.013433333,4.409286,3494871.833333333
2023-08-20 03:08:00+02:00,0.08,2.636,0.058,0.013433333,4.409286,3473950.0
2023-08-20 03:09:00+02:00,0.08,2.639,0.058,0.014433333,4.409286,3506814.75
2023-08-20 03:10:00+02:00,0.08,2.636,0.056,0.013433333,4.409286,3486828.333333333
2023-08-20 03:11:00+02:00,0.08,2.636,0.059,0.012433333,4.409286,3489531.9166666665
2023-08-20 03:12:00+02:00,0.08,2.643,0.057,0.012433333,4.409286,3466551.4166666665
2023-08-20 03:13:00+02:00,0.08,2.626,0.055,0.011433333,4.409286,3497880.833333333
2023-08-20 03:14:00+02:00,0.08,2.633,0.061,0.011433333,4.409286,3481462.6666666665
2023-08-20 03:15:00+02:00,0.08,2.633,0.055,0.012433333,4.409286,3488682.6666666665
2023-08-20 03:16:00+02:00,0.08,2.641,0.065,0.012433333,4.409286,3470301.6666666665
2023-08-20 03:17:00+02:00,0.08,2.646,0.067,0.013433333,4.409286,3498072.9166666665
2023-08-20 03:18:00+02:00,0.08,2.639,0.063,0.013433333,4.409286,3478939.083333333
2023-08-20 03:19:00+02:00,0.08,2.628,0.052,0.013433333,4.409286,3490933.25
2023-08-20 03:20:00+02:00,0.08,2.632,0.056,0.013433333,4.409286,3466134.9166666665
2023-08-20 03:21:00+02:00,0.08,2.642,0.067,0.014433333,4.409286,3500464.1666666665
2023-08-20 03:22:00+02:00,0.08,2.642,0.066,0.013433333,4.409286,3479122.833333333
2023-08-20 03:23:00+02:00,0.08,2.627,0.054,0.012433333,4.409286,3490894.833333333
2023-08-20 03:24:00+02:00,0.08,2.629,0.054,0.012433333,4.409286,3466892.4166666665
2023-08-20 03:25:00+02:00,0.08,2.643,0.061,0.013433333,4.409286,3498853.4166666665
2023-08-20 03:26:00+02:00,0.08,2.634,0.061,0.013433333,4.409286,3491017.75
2023-08-20 03:27:00+02:00,0.08,2.643,0.067,0.014433333,4.409286,3492419.6666666665
2023-08-20 03:28:00+02:00,0.08,2.659,0.072,0.016433333,4.409286,3473652.833333333
2023-08-20 03:29:00+02:00,0.08,2.632,0.053,0.014433333,4.409286,3500019.25
2023-08-20 03:30:00+02:00,0.08,2.63,0.057,0.013433333,4.409286,3486654.0
2023-08-20 03:31:00+02:00,0.1,2.626,0.053,0.013433333,4.409286,3493487.083333333
2023-08-20 03:32:00+02:00,0.1,2.63,0.057,0.013433333,4.409286,3476138.6666666665
2023-08-20 03:33:00+02:00,0.1,2.624,0.049,0.013433333,4.409286,3501455.083333333
2023-08-20 03:34:00+02:00,0.1,2.621,0.05,0.013433333,4.409286,3483039.6666666665
2023-08-20 03:35:00+02:00,0.08,2.617,0.044,0.013433333,4.409286,3493391.5
2023-08-20 03:36:00+02:00,0.08,2.619,0.044,0.012433333,4.409286,3470148.083333333
2023-08-20 03:37:00+02:00,0.08,2.62,0.046,0.011433333,4.409286,3519466.25
2023-08-20 03:38:00+02:00,0.08,2.615,0.043,0.010433333,4.409286,3492862.583333333
2023-08-20 03:39:00+02:00,0.08,2.622,0.051,0.010433333,4.409286,3492554.4166666665
2023-08-20 03:40:00+02:00,0.08,2.631,0.056,0.011433333,4.409286,3485689.75
2023-08-20 03:41:00+02:00,0.08,2.626,0.048,0.011433333,4.409286,3488475.583333333
2023-08-20 03:42:00+02:00,0.08,2.622,0.044,0.012433333,4.409286,3502009.75
2023-08-20 03:43:00+02:00,0.08,2.626,0.049,0.013433333,4.409286,3473641.6666666665
2023-08-20 03:44:00+02:00,0.08,2.626,0.052,0.012433333,4.409286,3489845.0
2023-08-20 03:45:00+02:00,0.1,2.625,0.052,0.011433333,4.409286,3477624.25
2023-08-20 03:46:00+02:00,0.1,2.628,0.055,0.011433333,4.409286,3494959.6666666665
2023-08-20 03:47:00+02:00,0.1,2.629,0.055,0.011433333,4.409286,3470106.4166666665
2023-08-20 03:48:00+02:00,0.1,2.634,0.061,0.012433333,4.409286,3483109.083333333
2023-08-20 03:49:00+02:00,0.1,2.628,0.057,0.010433333,4.409286,3477898.5
2023-08-20 03:50:00+02:00,0.08,2.631,0.061,0.011433333,4.409286,3494689.9166666665
2023-08-20 03:51:00+02:00,0.08,2.622,0.053,0.009433333,4.409286,3470258.9166666665
2023-08-20 03:52:00+02:00,0.08,2.63,0.054,0.010433333,4.409286,3470749.083333333
2023-08-20 03:53:00+02:00,0.08,2.645,0.065,0.012433333,4.409286,3488802.1666666665
2023-08-20 03:54:00+02:00,0.08,2.641,0.069,0.012433333,4.409286,3485135.25
2023-08-20 03:55:00+02:00,0.08,2.636,0.062,0.012433333,4.409286,3480377.0
2023-08-20 03:56:00+02:00,0.08,2.622,0.05,0.011433333,4.409286,3471977.9166666665
2023-08-20 03:57:00+02:00,0.08,2.618,0.044,0.012433333,4.409286,3488436.25
2023-08-20 03:58:00+02:00,0.08,2.63,0.056,0.013433333,4.409286,3486442.1666666665
2023-08-20 03:59:00+02:00,0.08,2.627,0.052,0.013433333,4.409286,3485125.4166666665
2023-08-20 04:00:00+02:00,0.1,2.621,0.049,0.013465116,4.409286,3476012.9166666665
2023-08-20 04:01:00+02:00,0.1,2.629,0.057,0.012465116,4.409286,3499542.6666666665
2023-08-20 04:02:00+02:00,0.1,2.627,0.055,0.011465116,4.409286,3490160.333333333
2023-08-20 04:03:00+02:00,0.1,2.625,0.055,0.009465116,4.409286,4250818.0
2023-08-20 04:04:00+02:00,0.1,2.621,0.052,0.009465116,4.409286,9827125.25
2023-08-20 04:05:00+02:00,0.08,2.634,0.06,0.010465116,4.409286,10707168.5
2023-08-20 04:06:00+02:00,0.08,2.652,0.069,0.013465116,4.409286,10947015.083333334
2023-08-20 04:07:00+02:00,0.08,2.632,0.059,0.012465116,4.409286,11109241.5
2023-08-20 04:08:00+02:00,0.08,2.63,0.058,0.012465116,4.409286,11253590.75
2023-08-20 04:09:00+02:00,0.08,2.621,0.051,0.012465116,4.409286,11424999.166666666
2023-08-20 04:10:00+02:00,0.08,2.622,0.051,0.012465116,4.409286,11473006.75
2023-08-20 04:11:00+02:00,0.08,2.615,0.041,0.012465116,4.409286,11454579.916666666
2023-08-20 04:12:00+02:00,0.08,2.625,0.056,0.012465116,4.409286,11427034.666666666
2023-08-20 04:13:00+02:00,0.08,2.63,0.059,0.012465116,4.409286,11431309.083333334
2023-08-20 04:14:00+02:00,0.08,2.618,0.043,0.013465116,4.409286,11438666.083333334
2023-08-20 04:15:00+02:00,0.08,2.614,0.044,0.011465116,4.409286,11472744.333333334
2023-08-20 04:16:00+02:00,0.08,2.61,0.035,0.011465116,4.409286,11444156.916666666
2023-08-20 04:17:00+02:00,0.08,2.621,0.045,0.013465116,4.409286,11406277.25
2023-08-20 04:18:00+02:00,0.08,2.62,0.047,0.012465116,4.409286,11432173.25
2023-08-20 04:19:00+02:00,0.08,2.621,0.044,0.012465116,4.409286,11413910.5
2023-08-20 04:20:00+02:00,0.08,2.633,0.063,0.014465116,4.409286,11492048.666666666
2023-08-20 04:21:00+02:00,0.08,2.628,0.051,0.014465116,4.409286,11426568.75
2023-08-20 04:22:00+02:00,0.08,2.618,0.046,0.011465116,4.409286,11427656.333333334
2023-08-20 04:23:00+02:00,0.08,2.621,0.046,0.012465116,4.409286,11415606.25
2023-08-20 04:24:00+02:00,0.08,2.618,0.045,0.011465116,4.409286,11422038.0
2023-08-20 04:25:00+02:00,0.08,2.607,0.032,0.010465116,4.409286,11475443.0
2023-08-20 04:26:00+02:00,0.08,2.619,0.044,0.010465116,4.409286,11451832.916666666
2023-08-20 04:27:00+02:00,0.08,2.613,0.038,0.011465116,4.409286,11396323.916666666
2023-08-20 04:28:00+02:00,0.08,2.619,0.047,0.010465116,4.409286,11420133.583333334
2023-08-20 04:29:00+02:00,0.08,2.623,0.052,0.011465116,4.409286,11414812.833333334
2023-08-20 04:30:00+02:00,0.08,2.643,0.065,0.012465116,4.409286,11511917.166666666
2023-08-20 04:31:00+02:00,0.1,2.66,0.072,0.013465116,4.409286,11421188.25
2023-08-20 04:32:00+02:00,0.1,2.623,0.048,0.009465116,4.409286,11412702.916666666
2023-08-20 04:33:00+02:00,0.1,2.616,0.043,0.009465116,4.409286,11430333.916666666
2023-08-20 04:34:00+02:00,0.1,2.621,0.049,0.010465116,4.409286,11439790.916666666
2023-08-20 04:35:00+02:00,0.08,2.608,0.036,0.010465116,4.409286,11471977.833333334
2023-08-20 04:36:00+02:00,0.08,2.621,0.042,0.012465116,4.409286,11441722.75
2023-08-20 04:37:00+02:00,0.08,2.616,0.042,0.012465116,4.409286,11416642.25
2023-08-20 04:38:00+02:00,0.08,2.621,0.046,0.011465116,4.409286,11438342.083333334
2023-08-20 04:39:00+02:00,0.08,2.616,0.041,0.011465116,4.409286,11414234.333333334
2023-08-20 04:40:00+02:00,0.08,2.618,0.045,0.011465116,4.409286,11495225.916666666
2023-08-20 04:41:00+02:00,0.08,2.617,0.04,0.011465116,4.409286,11429324.583333334
2023-08-20 04:42:00+02:00,0.08,2.607,0.036,0.009465116,4.409286,11424298.833333334
2023-08-20 04:43:00+02:00,0.08,2.605,0.032,0.008465116,4.409286,11415797.333333334
2023-08-20 04:44:00+02:00,0.08,2.604,0.031,0.008465116,4.409286,11438586.5
2023-08-20 04:45:00+02:00,0.1,2.608,0.035,0.008465116,4.409286,11491689.666666666
2023-08-20 04:46:00+02:00,0.1,2.613,0.043,0.010465116,4.409286,11441310.916666666
2023-08-20 04:47:00+02:00,0.1,2.612,0.041,0.011465116,4.409286,11418377.5
2023-08-20 04:48:00+02:00,0.1,2.608,0.033,0.011465116,4.409286,11407961.416666666
